"","Species","Specimen","Site","variable","value"
"1497","Phylodactylus","12525","Westpunt","Ephermeroptera",0
"1498","Hemidactylus mabuoia","12540","Westpunt","Ephermeroptera",0
"1499","Phylodactylus","12541","Westpunt","Ephermeroptera",0
"1500","Phylodactylus","12543","Westpunt","Ephermeroptera",0
"1501","Phylodactylus","12544","Westpunt","Ephermeroptera",0
"1502","Phylodactylus","12547","Westpunt","Ephermeroptera",0
"1503","Phylodactylus","12551","Westpunt","Ephermeroptera",0
"1504","Hemidactylus mabuoia","12552","Westpunt","Ephermeroptera",0
"1505","Hemidactylus mabuoia","12575","Westpunt","Ephermeroptera",0
"1506","Hemidactylus mabuoia","12576","Westpunt","Ephermeroptera",0
"1507","Hemidactylus mabuoia","12577","Westpunt","Ephermeroptera",0
"1508","Phylodactylus","12582","Westpunt","Ephermeroptera",0
"1509","Phylodactylus","12583","Westpunt","Ephermeroptera",0
"1510","Phylodactylus","12584","Westpunt","Ephermeroptera",0
"1511","Phylodactylus","12615","Westpunt","Ephermeroptera",0
"1512","Phylodactylus","12618","Westpunt","Ephermeroptera",0
"1513","Phylodactylus","12621","Westpunt","Ephermeroptera",0
"1514","Phylodactylus","12622","Westpunt","Ephermeroptera",0
"1515","Phylodactylus","12623","Westpunt","Ephermeroptera",0
"1516","Hemidactylus mabuoia","12632","Westpunt","Ephermeroptera",0
"1517","Hemidactylus mabuoia","12633","Westpunt","Ephermeroptera",0
"1518","Hemidactylus mabuoia","12634","Westpunt","Ephermeroptera",0
"1519","Phylodactylus","12636","Westpunt","Ephermeroptera",0
"1520","Phylodactylus","12637","Westpunt","Ephermeroptera",0
"1521","Phylodactylus","12638","Westpunt","Ephermeroptera",0.333333333
"1522","Phylodactylus","12639","Westpunt","Ephermeroptera",0
"1523","Phylodactylus","12640","Westpunt","Ephermeroptera",0
"1524","Hemidactylus mabuoia","12674","Westpunt","Ephermeroptera",0
"1525","Hemidactylus mabuoia","12676","Westpunt","Ephermeroptera",0
"1526","Phylodactylus","MCB 1098","Westpunt","Ephermeroptera",0
"1527","Phylodactylus","MCB 1099","Westpunt","Ephermeroptera",0
"1528","Phylodactylus","MCB 1100","Westpunt","Ephermeroptera",0
"1529","Phylodactylus","MCB 1101","Westpunt","Ephermeroptera",0
"1530","Phylodactylus","MCB 1102","Westpunt","Ephermeroptera",0
"1531","Phylodactylus","MCB 1103","Westpunt","Ephermeroptera",0
"1532","Phylodactylus","MCB 1104","Westpunt","Ephermeroptera",0
"1533","Phylodactylus","MCB 1105","Westpunt","Ephermeroptera",0
"1534","Phylodactylus","MCB 1106","Westpunt","Ephermeroptera",0
"1535","Phylodactylus","MCB 1107","Westpunt","Ephermeroptera",0
"1536","Phylodactylus","MCB 1108","Westpunt","Ephermeroptera",0
"1537","Phylodactylus","MCB 1109","Westpunt","Ephermeroptera",0
"1538","Phylodactylus","MCB 1110","Westpunt","Ephermeroptera",0
"1539","Phylodactylus","MCB 1111","Westpunt","Ephermeroptera",0
"1540","Phylodactylus","MCB 1112","Westpunt","Ephermeroptera",0
"1541","Phylodactylus","MCB 1113","Westpunt","Ephermeroptera",0
"1542","Phylodactylus","MCB 1114","Westpunt","Ephermeroptera",0
"1543","Phylodactylus","MCB 1115","Westpunt","Ephermeroptera",0
"1544","Phylodactylus","MCB 1117","Westpunt","Ephermeroptera",0
"1545","Phylodactylus","MCB 1118","Westpunt","Ephermeroptera",0
"1546","Hemidactylus mabuoia","a1","Westpunt","Ephermeroptera",0
"1547","Hemidactylus mabuoia","a2","Westpunt","Ephermeroptera",0
"1548","Hemidactylus mabuoia","a3","Westpunt","Ephermeroptera",0
"1549","Hemidactylus mabuoia","a4","Westpunt","Ephermeroptera",0
"1550","Hemidactylus mabuoia","a5","Westpunt","Ephermeroptera",0
"1551","Hemidactylus mabuoia","a6","Westpunt","Ephermeroptera",0
"1552","Hemidactylus mabuoia","a7","Westpunt","Ephermeroptera",0
"1553","Hemidactylus mabuoia","a8","Westpunt","Ephermeroptera",0
"1554","Hemidactylus mabuoia","a9","Westpunt","Ephermeroptera",0
"1555","Hemidactylus mabuoia","a10","Westpunt","Ephermeroptera",0
"1556","Hemidactylus mabuoia","a11","Westpunt","Ephermeroptera",0
"1557","Hemidactylus mabuoia","a12","Westpunt","Ephermeroptera",0
"1558","Hemidactylus mabuoia","a13","Westpunt","Ephermeroptera",0
"1559","Hemidactylus mabuoia","a14","Westpunt","Ephermeroptera",0
"1560","Hemidactylus mabuoia","a15","Westpunt","Ephermeroptera",0
"1561","Hemidactylus mabuoia","a16","Westpunt","Ephermeroptera",0
"1613","Hemidactylus mabuoia","12506","Westpunt","Gecko_skin",0
"1614","Hemidactylus mabuoia","12507","Westpunt","Gecko_skin",0
"1615","Hemidactylus mabuoia","12508","Westpunt","Gecko_skin",0
"1616","Hemidactylus mabuoia","12509","Westpunt","Gecko_skin",0
"1617","Hemidactylus mabuoia","12510","Westpunt","Gecko_skin",0
"1618","Phylodactylus","12513","Westpunt","Gecko_skin",0
"1619","Phylodactylus","12514","Westpunt","Gecko_skin",0
"1620","Phylodactylus","12515","Westpunt","Gecko_skin",0
"1621","Phylodactylus","12516","Westpunt","Gecko_skin",0
"1622","Phylodactylus","12517","Westpunt","Gecko_skin",0
"1623","Phylodactylus","12518","Westpunt","Gecko_skin",0
"1624","Phylodactylus","12520","Westpunt","Gecko_skin",0
"1625","Phylodactylus","12521","Westpunt","Gecko_skin",0
"1626","Phylodactylus","12522","Westpunt","Gecko_skin",0
"1627","Phylodactylus","12524","Westpunt","Gecko_skin",0
"1628","Phylodactylus","12525","Westpunt","Gecko_skin",0
"1629","Hemidactylus mabuoia","12540","Westpunt","Gecko_skin",0
"1630","Phylodactylus","12541","Westpunt","Gecko_skin",0
"1631","Phylodactylus","12543","Westpunt","Gecko_skin",0
"1632","Phylodactylus","12544","Westpunt","Gecko_skin",0
"1633","Phylodactylus","12547","Westpunt","Gecko_skin",0
"1634","Phylodactylus","12551","Westpunt","Gecko_skin",0
"1635","Hemidactylus mabuoia","12552","Westpunt","Gecko_skin",0
"1636","Hemidactylus mabuoia","12575","Westpunt","Gecko_skin",0
"1637","Hemidactylus mabuoia","12576","Westpunt","Gecko_skin",0
"1638","Hemidactylus mabuoia","12577","Westpunt","Gecko_skin",0
"1639","Phylodactylus","12582","Westpunt","Gecko_skin",0
"1640","Phylodactylus","12583","Westpunt","Gecko_skin",0
"1641","Phylodactylus","12584","Westpunt","Gecko_skin",0
"1642","Phylodactylus","12615","Westpunt","Gecko_skin",0
"1643","Phylodactylus","12618","Westpunt","Gecko_skin",0
"1644","Phylodactylus","12621","Westpunt","Gecko_skin",0
"1645","Phylodactylus","12622","Westpunt","Gecko_skin",0
"1646","Phylodactylus","12623","Westpunt","Gecko_skin",0
"1647","Hemidactylus mabuoia","12632","Westpunt","Gecko_skin",0
"1648","Hemidactylus mabuoia","12633","Westpunt","Gecko_skin",0
"1649","Hemidactylus mabuoia","12634","Westpunt","Gecko_skin",0
"1650","Phylodactylus","12636","Westpunt","Gecko_skin",0
"1651","Phylodactylus","12637","Westpunt","Gecko_skin",0
"1652","Phylodactylus","12638","Westpunt","Gecko_skin",0
"1653","Phylodactylus","12639","Westpunt","Gecko_skin",0
"1654","Phylodactylus","12640","Westpunt","Gecko_skin",0
"1655","Hemidactylus mabuoia","12674","Westpunt","Gecko_skin",0
"1656","Hemidactylus mabuoia","12676","Westpunt","Gecko_skin",0
"1657","Phylodactylus","MCB 1098","Westpunt","Gecko_skin",0
"1658","Phylodactylus","MCB 1099","Westpunt","Gecko_skin",0
"1659","Phylodactylus","MCB 1100","Westpunt","Gecko_skin",0
"1660","Phylodactylus","MCB 1101","Westpunt","Gecko_skin",0
"1661","Phylodactylus","MCB 1102","Westpunt","Gecko_skin",0
"1662","Phylodactylus","MCB 1103","Westpunt","Gecko_skin",0
"1663","Phylodactylus","MCB 1104","Westpunt","Gecko_skin",0
"1664","Phylodactylus","MCB 1105","Westpunt","Gecko_skin",0
"1665","Phylodactylus","MCB 1106","Westpunt","Gecko_skin",0
"1666","Phylodactylus","MCB 1107","Westpunt","Gecko_skin",0
"1667","Phylodactylus","MCB 1108","Westpunt","Gecko_skin",0
"1668","Phylodactylus","MCB 1109","Westpunt","Gecko_skin",0
"1669","Phylodactylus","MCB 1110","Westpunt","Gecko_skin",0
"1670","Phylodactylus","MCB 1111","Westpunt","Gecko_skin",0
"1671","Phylodactylus","MCB 1112","Westpunt","Gecko_skin",0
"1672","Phylodactylus","MCB 1113","Westpunt","Gecko_skin",0
"1673","Phylodactylus","MCB 1114","Westpunt","Gecko_skin",0
"1674","Phylodactylus","MCB 1115","Westpunt","Gecko_skin",0
"1675","Phylodactylus","MCB 1117","Westpunt","Gecko_skin",0
"1676","Phylodactylus","MCB 1118","Westpunt","Gecko_skin",0
"1677","Hemidactylus mabuoia","a1","Westpunt","Gecko_skin",0
"1678","Hemidactylus mabuoia","a2","Westpunt","Gecko_skin",0
"1679","Hemidactylus mabuoia","a3","Westpunt","Gecko_skin",0
"1680","Hemidactylus mabuoia","a4","Westpunt","Gecko_skin",0
"1681","Hemidactylus mabuoia","a5","Westpunt","Gecko_skin",0
"1682","Hemidactylus mabuoia","a6","Westpunt","Gecko_skin",0
"1683","Hemidactylus mabuoia","a7","Westpunt","Gecko_skin",0.5
"1684","Hemidactylus mabuoia","a8","Westpunt","Gecko_skin",0
"1685","Hemidactylus mabuoia","a9","Westpunt","Gecko_skin",0
"1686","Hemidactylus mabuoia","a10","Westpunt","Gecko_skin",0
"1687","Hemidactylus mabuoia","a11","Westpunt","Gecko_skin",0
"1688","Hemidactylus mabuoia","a12","Westpunt","Gecko_skin",0
"1689","Hemidactylus mabuoia","a13","Westpunt","Gecko_skin",0
"1690","Hemidactylus mabuoia","a14","Westpunt","Gecko_skin",0
"1691","Hemidactylus mabuoia","a15","Westpunt","Gecko_skin",0
"1692","Hemidactylus mabuoia","a16","Westpunt","Gecko_skin",0
"1744","Hemidactylus mabuoia","12506","Westpunt","Blattaria",0
"1745","Hemidactylus mabuoia","12507","Westpunt","Blattaria",0
"1746","Hemidactylus mabuoia","12508","Westpunt","Blattaria",0
"1747","Hemidactylus mabuoia","12509","Westpunt","Blattaria",0
"1748","Hemidactylus mabuoia","12510","Westpunt","Blattaria",0
"1749","Phylodactylus","12513","Westpunt","Blattaria",0
"1750","Phylodactylus","12514","Westpunt","Blattaria",0
"1751","Phylodactylus","12515","Westpunt","Blattaria",0
"1752","Phylodactylus","12516","Westpunt","Blattaria",0
"1753","Phylodactylus","12517","Westpunt","Blattaria",0
"1754","Phylodactylus","12518","Westpunt","Blattaria",0
"1755","Phylodactylus","12520","Westpunt","Blattaria",0
"1756","Phylodactylus","12521","Westpunt","Blattaria",0
"1757","Phylodactylus","12522","Westpunt","Blattaria",0
"1758","Phylodactylus","12524","Westpunt","Blattaria",0
"1759","Phylodactylus","12525","Westpunt","Blattaria",0
"1760","Hemidactylus mabuoia","12540","Westpunt","Blattaria",0
"1761","Phylodactylus","12541","Westpunt","Blattaria",0
"1762","Phylodactylus","12543","Westpunt","Blattaria",0
"1763","Phylodactylus","12544","Westpunt","Blattaria",0
"1764","Phylodactylus","12547","Westpunt","Blattaria",0
"1765","Phylodactylus","12551","Westpunt","Blattaria",0
"1766","Hemidactylus mabuoia","12552","Westpunt","Blattaria",0
"1767","Hemidactylus mabuoia","12575","Westpunt","Blattaria",0
"1768","Hemidactylus mabuoia","12576","Westpunt","Blattaria",0
"1769","Hemidactylus mabuoia","12577","Westpunt","Blattaria",0
"1770","Phylodactylus","12582","Westpunt","Blattaria",0
"1771","Phylodactylus","12583","Westpunt","Blattaria",0
"1772","Phylodactylus","12584","Westpunt","Blattaria",0
"1773","Phylodactylus","12615","Westpunt","Blattaria",0
"1774","Phylodactylus","12618","Westpunt","Blattaria",0
"1775","Phylodactylus","12621","Westpunt","Blattaria",0
"1776","Phylodactylus","12622","Westpunt","Blattaria",0
"1777","Phylodactylus","12623","Westpunt","Blattaria",0
"1778","Hemidactylus mabuoia","12632","Westpunt","Blattaria",0
"1779","Hemidactylus mabuoia","12633","Westpunt","Blattaria",0
"1780","Hemidactylus mabuoia","12634","Westpunt","Blattaria",0
"1781","Phylodactylus","12636","Westpunt","Blattaria",0
"1782","Phylodactylus","12637","Westpunt","Blattaria",0
"1783","Phylodactylus","12638","Westpunt","Blattaria",0
"1784","Phylodactylus","12639","Westpunt","Blattaria",0
"1785","Phylodactylus","12640","Westpunt","Blattaria",0
"1786","Hemidactylus mabuoia","12674","Westpunt","Blattaria",0
"1787","Hemidactylus mabuoia","12676","Westpunt","Blattaria",0
"1788","Phylodactylus","MCB 1098","Westpunt","Blattaria",0
"1789","Phylodactylus","MCB 1099","Westpunt","Blattaria",0
"1790","Phylodactylus","MCB 1100","Westpunt","Blattaria",0
"1791","Phylodactylus","MCB 1101","Westpunt","Blattaria",0
"1792","Phylodactylus","MCB 1102","Westpunt","Blattaria",0
"1793","Phylodactylus","MCB 1103","Westpunt","Blattaria",0
"1794","Phylodactylus","MCB 1104","Westpunt","Blattaria",0
"1795","Phylodactylus","MCB 1105","Westpunt","Blattaria",0
"1796","Phylodactylus","MCB 1106","Westpunt","Blattaria",0
"1797","Phylodactylus","MCB 1107","Westpunt","Blattaria",0
"1798","Phylodactylus","MCB 1108","Westpunt","Blattaria",0
"1799","Phylodactylus","MCB 1109","Westpunt","Blattaria",0
"1800","Phylodactylus","MCB 1110","Westpunt","Blattaria",0
"1801","Phylodactylus","MCB 1111","Westpunt","Blattaria",0
"1802","Phylodactylus","MCB 1112","Westpunt","Blattaria",0
"1803","Phylodactylus","MCB 1113","Westpunt","Blattaria",0
"1804","Phylodactylus","MCB 1114","Westpunt","Blattaria",0
"1805","Phylodactylus","MCB 1115","Westpunt","Blattaria",0
"1806","Phylodactylus","MCB 1117","Westpunt","Blattaria",0
"1807","Phylodactylus","MCB 1118","Westpunt","Blattaria",0
"1808","Hemidactylus mabuoia","a1","Westpunt","Blattaria",0
"1809","Hemidactylus mabuoia","a2","Westpunt","Blattaria",0
"1810","Hemidactylus mabuoia","a3","Westpunt","Blattaria",0
"1811","Hemidactylus mabuoia","a4","Westpunt","Blattaria",0
"1812","Hemidactylus mabuoia","a5","Westpunt","Blattaria",0
"1813","Hemidactylus mabuoia","a6","Westpunt","Blattaria",0
"1814","Hemidactylus mabuoia","a7","Westpunt","Blattaria",0
"1815","Hemidactylus mabuoia","a8","Westpunt","Blattaria",0
"1816","Hemidactylus mabuoia","a9","Westpunt","Blattaria",0
"1817","Hemidactylus mabuoia","a10","Westpunt","Blattaria",0
"1818","Hemidactylus mabuoia","a11","Westpunt","Blattaria",0
"1819","Hemidactylus mabuoia","a12","Westpunt","Blattaria",0
"1820","Hemidactylus mabuoia","a13","Westpunt","Blattaria",0
"1821","Hemidactylus mabuoia","a14","Westpunt","Blattaria",0
"1822","Hemidactylus mabuoia","a15","Westpunt","Blattaria",0
"1823","Hemidactylus mabuoia","a16","Westpunt","Blattaria",0
"1875","Hemidactylus mabuoia","12506","Westpunt","Empty",0
"1876","Hemidactylus mabuoia","12507","Westpunt","Empty",0
"1877","Hemidactylus mabuoia","12508","Westpunt","Empty",0
"1878","Hemidactylus mabuoia","12509","Westpunt","Empty",0
"1879","Hemidactylus mabuoia","12510","Westpunt","Empty",0
"1880","Phylodactylus","12513","Westpunt","Empty",0
"1881","Phylodactylus","12514","Westpunt","Empty",0
"1882","Phylodactylus","12515","Westpunt","Empty",0
"1883","Phylodactylus","12516","Westpunt","Empty",0
"1884","Phylodactylus","12517","Westpunt","Empty",0
"1885","Phylodactylus","12518","Westpunt","Empty",0
"1886","Phylodactylus","12520","Westpunt","Empty",0
"1887","Phylodactylus","12521","Westpunt","Empty",0
"1888","Phylodactylus","12522","Westpunt","Empty",0
"1889","Phylodactylus","12524","Westpunt","Empty",0
"1890","Phylodactylus","12525","Westpunt","Empty",0
"1891","Hemidactylus mabuoia","12540","Westpunt","Empty",0
"1892","Phylodactylus","12541","Westpunt","Empty",1
"1893","Phylodactylus","12543","Westpunt","Empty",0
"1894","Phylodactylus","12544","Westpunt","Empty",0
"1895","Phylodactylus","12547","Westpunt","Empty",1
"1896","Phylodactylus","12551","Westpunt","Empty",0
"1897","Hemidactylus mabuoia","12552","Westpunt","Empty",0
"1898","Hemidactylus mabuoia","12575","Westpunt","Empty",1
"1899","Hemidactylus mabuoia","12576","Westpunt","Empty",0
"1900","Hemidactylus mabuoia","12577","Westpunt","Empty",1
"1901","Phylodactylus","12582","Westpunt","Empty",0
"1902","Phylodactylus","12583","Westpunt","Empty",1
"1903","Phylodactylus","12584","Westpunt","Empty",0
"1904","Phylodactylus","12615","Westpunt","Empty",0
"1905","Phylodactylus","12618","Westpunt","Empty",1
"1906","Phylodactylus","12621","Westpunt","Empty",0
"1907","Phylodactylus","12622","Westpunt","Empty",0
"1908","Phylodactylus","12623","Westpunt","Empty",0
"1909","Hemidactylus mabuoia","12632","Westpunt","Empty",1
"1910","Hemidactylus mabuoia","12633","Westpunt","Empty",1
"1911","Hemidactylus mabuoia","12634","Westpunt","Empty",0
"1912","Phylodactylus","12636","Westpunt","Empty",0
"1913","Phylodactylus","12637","Westpunt","Empty",0
"1914","Phylodactylus","12638","Westpunt","Empty",0
"1915","Phylodactylus","12639","Westpunt","Empty",0
"1916","Phylodactylus","12640","Westpunt","Empty",0
"1917","Hemidactylus mabuoia","12674","Westpunt","Empty",1
"1918","Hemidactylus mabuoia","12676","Westpunt","Empty",1
"1919","Phylodactylus","MCB 1098","Westpunt","Empty",0
"1920","Phylodactylus","MCB 1099","Westpunt","Empty",0
"1921","Phylodactylus","MCB 1100","Westpunt","Empty",0
"1922","Phylodactylus","MCB 1101","Westpunt","Empty",0
"1923","Phylodactylus","MCB 1102","Westpunt","Empty",0
"1924","Phylodactylus","MCB 1103","Westpunt","Empty",0
"1925","Phylodactylus","MCB 1104","Westpunt","Empty",1
"1926","Phylodactylus","MCB 1105","Westpunt","Empty",0
"1927","Phylodactylus","MCB 1106","Westpunt","Empty",0
"1928","Phylodactylus","MCB 1107","Westpunt","Empty",0
"1929","Phylodactylus","MCB 1108","Westpunt","Empty",0
"1930","Phylodactylus","MCB 1109","Westpunt","Empty",0
"1931","Phylodactylus","MCB 1110","Westpunt","Empty",0
"1932","Phylodactylus","MCB 1111","Westpunt","Empty",0
"1933","Phylodactylus","MCB 1112","Westpunt","Empty",0
"1934","Phylodactylus","MCB 1113","Westpunt","Empty",0
"1935","Phylodactylus","MCB 1114","Westpunt","Empty",0
"1936","Phylodactylus","MCB 1115","Westpunt","Empty",0
"1937","Phylodactylus","MCB 1117","Westpunt","Empty",1
"1938","Phylodactylus","MCB 1118","Westpunt","Empty",0
"1939","Hemidactylus mabuoia","a1","Westpunt","Empty",0
"1940","Hemidactylus mabuoia","a2","Westpunt","Empty",1
"1941","Hemidactylus mabuoia","a3","Westpunt","Empty",0
"1942","Hemidactylus mabuoia","a4","Westpunt","Empty",0
"1943","Hemidactylus mabuoia","a5","Westpunt","Empty",0
"1944","Hemidactylus mabuoia","a6","Westpunt","Empty",1
"1945","Hemidactylus mabuoia","a7","Westpunt","Empty",0
"1946","Hemidactylus mabuoia","a8","Westpunt","Empty",0
"1947","Hemidactylus mabuoia","a9","Westpunt","Empty",0
"1948","Hemidactylus mabuoia","a10","Westpunt","Empty",0
"1949","Hemidactylus mabuoia","a11","Westpunt","Empty",0
"1950","Hemidactylus mabuoia","a12","Westpunt","Empty",0
"1951","Hemidactylus mabuoia","a13","Westpunt","Empty",0
"1952","Hemidactylus mabuoia","a14","Westpunt","Empty",1
"1953","Hemidactylus mabuoia","a15","Westpunt","Empty",1
"1954","Hemidactylus mabuoia","a16","Westpunt","Empty",0
"2006","Hemidactylus mabuoia","12506","Westpunt","Ramphotyphlops",0
"2007","Hemidactylus mabuoia","12507","Westpunt","Ramphotyphlops",0
"2008","Hemidactylus mabuoia","12508","Westpunt","Ramphotyphlops",0
"2009","Hemidactylus mabuoia","12509","Westpunt","Ramphotyphlops",1
"2010","Hemidactylus mabuoia","12510","Westpunt","Ramphotyphlops",0
"2011","Phylodactylus","12513","Westpunt","Ramphotyphlops",0
"2012","Phylodactylus","12514","Westpunt","Ramphotyphlops",0
"2013","Phylodactylus","12515","Westpunt","Ramphotyphlops",0
"2014","Phylodactylus","12516","Westpunt","Ramphotyphlops",0
"2015","Phylodactylus","12517","Westpunt","Ramphotyphlops",0
"2016","Phylodactylus","12518","Westpunt","Ramphotyphlops",0
"2017","Phylodactylus","12520","Westpunt","Ramphotyphlops",0
"2018","Phylodactylus","12521","Westpunt","Ramphotyphlops",0
"2019","Phylodactylus","12522","Westpunt","Ramphotyphlops",0
"2020","Phylodactylus","12524","Westpunt","Ramphotyphlops",0
"2021","Phylodactylus","12525","Westpunt","Ramphotyphlops",0
"2022","Hemidactylus mabuoia","12540","Westpunt","Ramphotyphlops",0
"2023","Phylodactylus","12541","Westpunt","Ramphotyphlops",0
"2024","Phylodactylus","12543","Westpunt","Ramphotyphlops",0
"2025","Phylodactylus","12544","Westpunt","Ramphotyphlops",0
"2026","Phylodactylus","12547","Westpunt","Ramphotyphlops",0
"2027","Phylodactylus","12551","Westpunt","Ramphotyphlops",0
"2028","Hemidactylus mabuoia","12552","Westpunt","Ramphotyphlops",0
"2029","Hemidactylus mabuoia","12575","Westpunt","Ramphotyphlops",0
"2030","Hemidactylus mabuoia","12576","Westpunt","Ramphotyphlops",0
"2031","Hemidactylus mabuoia","12577","Westpunt","Ramphotyphlops",0
"2032","Phylodactylus","12582","Westpunt","Ramphotyphlops",0
"2033","Phylodactylus","12583","Westpunt","Ramphotyphlops",0
"2034","Phylodactylus","12584","Westpunt","Ramphotyphlops",0
"2035","Phylodactylus","12615","Westpunt","Ramphotyphlops",0
"2036","Phylodactylus","12618","Westpunt","Ramphotyphlops",0
"2037","Phylodactylus","12621","Westpunt","Ramphotyphlops",0
"2038","Phylodactylus","12622","Westpunt","Ramphotyphlops",0
"2039","Phylodactylus","12623","Westpunt","Ramphotyphlops",0
"2040","Hemidactylus mabuoia","12632","Westpunt","Ramphotyphlops",0
"2041","Hemidactylus mabuoia","12633","Westpunt","Ramphotyphlops",0
"2042","Hemidactylus mabuoia","12634","Westpunt","Ramphotyphlops",0
"2043","Phylodactylus","12636","Westpunt","Ramphotyphlops",0
"2044","Phylodactylus","12637","Westpunt","Ramphotyphlops",0
"2045","Phylodactylus","12638","Westpunt","Ramphotyphlops",0
"2046","Phylodactylus","12639","Westpunt","Ramphotyphlops",0
"2047","Phylodactylus","12640","Westpunt","Ramphotyphlops",0
"2048","Hemidactylus mabuoia","12674","Westpunt","Ramphotyphlops",0
"2049","Hemidactylus mabuoia","12676","Westpunt","Ramphotyphlops",0
"2050","Phylodactylus","MCB 1098","Westpunt","Ramphotyphlops",0
"2051","Phylodactylus","MCB 1099","Westpunt","Ramphotyphlops",0
"2052","Phylodactylus","MCB 1100","Westpunt","Ramphotyphlops",0
"2053","Phylodactylus","MCB 1101","Westpunt","Ramphotyphlops",0
"2054","Phylodactylus","MCB 1102","Westpunt","Ramphotyphlops",0
"2055","Phylodactylus","MCB 1103","Westpunt","Ramphotyphlops",0
"2056","Phylodactylus","MCB 1104","Westpunt","Ramphotyphlops",0
"2057","Phylodactylus","MCB 1105","Westpunt","Ramphotyphlops",0
"2058","Phylodactylus","MCB 1106","Westpunt","Ramphotyphlops",0
"2059","Phylodactylus","MCB 1107","Westpunt","Ramphotyphlops",0
"2060","Phylodactylus","MCB 1108","Westpunt","Ramphotyphlops",0
"2061","Phylodactylus","MCB 1109","Westpunt","Ramphotyphlops",0
"2062","Phylodactylus","MCB 1110","Westpunt","Ramphotyphlops",0
"2063","Phylodactylus","MCB 1111","Westpunt","Ramphotyphlops",0
"2064","Phylodactylus","MCB 1112","Westpunt","Ramphotyphlops",0
"2065","Phylodactylus","MCB 1113","Westpunt","Ramphotyphlops",0
"2066","Phylodactylus","MCB 1114","Westpunt","Ramphotyphlops",0
"2067","Phylodactylus","MCB 1115","Westpunt","Ramphotyphlops",0
"2068","Phylodactylus","MCB 1117","Westpunt","Ramphotyphlops",0
"2069","Phylodactylus","MCB 1118","Westpunt","Ramphotyphlops",0
"2070","Hemidactylus mabuoia","a1","Westpunt","Ramphotyphlops",0
"2071","Hemidactylus mabuoia","a2","Westpunt","Ramphotyphlops",0
"2072","Hemidactylus mabuoia","a3","Westpunt","Ramphotyphlops",0
"2073","Hemidactylus mabuoia","a4","Westpunt","Ramphotyphlops",0
"2074","Hemidactylus mabuoia","a5","Westpunt","Ramphotyphlops",0
"2075","Hemidactylus mabuoia","a6","Westpunt","Ramphotyphlops",0
"2076","Hemidactylus mabuoia","a7","Westpunt","Ramphotyphlops",0
"2077","Hemidactylus mabuoia","a8","Westpunt","Ramphotyphlops",0
"2078","Hemidactylus mabuoia","a9","Westpunt","Ramphotyphlops",0
"2079","Hemidactylus mabuoia","a10","Westpunt","Ramphotyphlops",0
"2080","Hemidactylus mabuoia","a11","Westpunt","Ramphotyphlops",0
"2081","Hemidactylus mabuoia","a12","Westpunt","Ramphotyphlops",0
"2082","Hemidactylus mabuoia","a13","Westpunt","Ramphotyphlops",0
"2083","Hemidactylus mabuoia","a14","Westpunt","Ramphotyphlops",0
"2084","Hemidactylus mabuoia","a15","Westpunt","Ramphotyphlops",0
"2085","Hemidactylus mabuoia","a16","Westpunt","Ramphotyphlops",0
"2137","Hemidactylus mabuoia","12506","Westpunt","Gonatodes.antillensis",0
"2138","Hemidactylus mabuoia","12507","Westpunt","Gonatodes.antillensis",0
"2139","Hemidactylus mabuoia","12508","Westpunt","Gonatodes.antillensis",0
"2140","Hemidactylus mabuoia","12509","Westpunt","Gonatodes.antillensis",0
"2141","Hemidactylus mabuoia","12510","Westpunt","Gonatodes.antillensis",0
"2142","Phylodactylus","12513","Westpunt","Gonatodes.antillensis",0
"2143","Phylodactylus","12514","Westpunt","Gonatodes.antillensis",0
"2144","Phylodactylus","12515","Westpunt","Gonatodes.antillensis",0
"2145","Phylodactylus","12516","Westpunt","Gonatodes.antillensis",0
"2146","Phylodactylus","12517","Westpunt","Gonatodes.antillensis",0
"2147","Phylodactylus","12518","Westpunt","Gonatodes.antillensis",0
"2148","Phylodactylus","12520","Westpunt","Gonatodes.antillensis",0
"2149","Phylodactylus","12521","Westpunt","Gonatodes.antillensis",0
"2150","Phylodactylus","12522","Westpunt","Gonatodes.antillensis",0
"2151","Phylodactylus","12524","Westpunt","Gonatodes.antillensis",0
"2152","Phylodactylus","12525","Westpunt","Gonatodes.antillensis",0
"2153","Hemidactylus mabuoia","12540","Westpunt","Gonatodes.antillensis",0
"2154","Phylodactylus","12541","Westpunt","Gonatodes.antillensis",0
"2155","Phylodactylus","12543","Westpunt","Gonatodes.antillensis",0
"2156","Phylodactylus","12544","Westpunt","Gonatodes.antillensis",0
"2157","Phylodactylus","12547","Westpunt","Gonatodes.antillensis",0
"2158","Phylodactylus","12551","Westpunt","Gonatodes.antillensis",0
"2159","Hemidactylus mabuoia","12552","Westpunt","Gonatodes.antillensis",0
"2160","Hemidactylus mabuoia","12575","Westpunt","Gonatodes.antillensis",0
"2161","Hemidactylus mabuoia","12576","Westpunt","Gonatodes.antillensis",0
"2162","Hemidactylus mabuoia","12577","Westpunt","Gonatodes.antillensis",0
"2163","Phylodactylus","12582","Westpunt","Gonatodes.antillensis",0
"2164","Phylodactylus","12583","Westpunt","Gonatodes.antillensis",0
"2165","Phylodactylus","12584","Westpunt","Gonatodes.antillensis",0
"2166","Phylodactylus","12615","Westpunt","Gonatodes.antillensis",0
"2167","Phylodactylus","12618","Westpunt","Gonatodes.antillensis",0
